,customer_id,region_id,node_id,start_date,end_date
57,58,3,2,2020-01-11,2020-01-31
58,59,3,1,2020-01-20,2020-02-03
59,60,5,5,2020-01-19,2020-01-20
60,61,4,5,2020-01-21,2020-01-26
61,62,2,1,2020-01-16,2020-02-11
62,63,1,3,2020-01-06,2020-02-01
63,64,2,3,2020-01-08,2020-01-24
64,65,1,3,2020-01-26,2020-02-17
65,66,1,2,2020-01-16,2020-02-06
66,67,3,3,2020-01-22,2020-02-14
67,68,3,3,2020-01-20,2020-02-18
68,69,1,1,2020-01-10,2020-02-09
69,70,3,3,2020-01-08,2020-01-22
70,71,1,3,2020-01-14,2020-01-31
71,72,3,2,2020-01-20,2020-02-16
72,73,1,1,2020-01-06,2020-01-24
73,74,5,1,2020-01-13,2020-02-06
74,75,4,5,2020-01-22,2020-01-30
75,76,2,1,2020-01-04,2020-02-03
76,77,5,4,2020-01-08,2020-01-16
77,78,5,3,2020-01-28,2020-01-29
78,79,1,5,2020-01-29,2020-02-05
79,80,4,3,2020-01-25,2020-02-16
80,81,1,5,2020-01-25,2020-02-04
81,82,2,5,2020-01-09,2020-02-01
82,83,2,1,2020-01-09,2020-02-01
83,84,1,4,2020-01-23,2020-02-06
84,85,5,5,2020-01-11,2020-01-26
85,86,4,3,2020-01-03,2020-01-25
86,87,2,5,2020-01-13,2020-02-03
87,88,3,2,2020-01-12,2020-02-03
88,89,5,2,2020-01-25,2020-02-02
89,90,4,1,2020-01-19,2020-02-08
90,91,4,3,2020-01-11,2020-01-21
91,92,3,3,2020-01-05,2020-01-29
92,93,4,1,2020-01-11,2020-01-21
93,94,5,2,2020-01-01,2020-01-25
94,95,1,2,2020-01-03,2020-01-21
95,96,3,1,2020-01-03,2020-01-20
96,97,3,4,2020-01-04,2020-01-30
97,98,1,5,2020-01-15,2020-01-28
98,99,2,4,2020-01-08,2020-01-30
99,100,1,3,2020-01-06,2020-01-15
100,101,2,3,2020-01-12,2020-01-19
101,102,1,4,2020-01-26,2020-01-28
102,103,4,1,2020-01-07,2020-01-20
103,104,4,4,2020-01-25,2020-02-12
104,105,1,4,2020-01-07,2020-01-19
105,106,2,5,2020-01-24,2020-02-21
106,107,2,4,2020-01-13,2020-02-07
107,108,1,1,2020-01-30,2020-02-06
108,109,4,5,2020-01-01,2020-01-31
109,110,2,1,2020-01-01,2020-01-07
110,111,4,1,2020-01-28,2020-02-20
111,112,1,1,2020-01-08,2020-01-28
112,113,1,4,2020-01-21,2020-01-31
113,114,1,3,2020-01-19,2020-01-23
114,115,5,2,2020-01-29,2020-02-26
115,116,1,2,2020-01-28,2020-01-29
116,117,5,1,2020-01-15,2020-01-24
117,118,3,2,2020-01-03,2020-02-01
118,119,2,4,2020-01-17,2020-02-06
119,120,1,5,2020-01-23,2020-02-15
120,121,3,3,2020-01-01,2020-01-23
121,122,2,3,2020-01-29,2020-02-01
122,123,4,2,2020-01-16,2020-01-20
123,124,3,3,2020-01-01,2020-01-04
124,125,2,5,2020-01-04,2020-01-26
125,126,4,1,2020-01-21,2020-02-02
126,127,5,3,2020-01-17,2020-02-15
127,128,4,1,2020-01-26,2020-02-25
128,129,3,1,2020-01-12,2020-02-10
129,130,3,4,2020-01-02,2020-01-21
130,131,3,4,2020-01-10,2020-01-28
131,132,4,2,2020-01-10,2020-01-28
132,133,2,1,2020-01-10,2020-01-17
133,134,1,2,2020-01-08,2020-01-28
134,135,5,4,2020-01-09,2020-01-28
135,136,3,2,2020-01-11,2020-01-16
136,137,1,3,2020-01-06,2020-01-13
137,138,4,4,2020-01-11,2020-01-28
138,139,4,4,2020-01-10,2020-01-28
139,140,1,5,2020-01-26,2020-02-10
140,141,3,3,2020-01-15,2020-01-29
141,142,1,5,2020-01-16,2020-01-24
142,143,5,5,2020-01-29,2020-02-05
143,144,3,4,2020-01-14,2020-02-13
144,145,5,1,2020-01-02,2020-01-25
145,146,1,5,2020-01-05,2020-01-24
146,147,1,1,2020-01-15,2020-02-12
147,148,4,1,2020-01-12,2020-01-14
148,149,1,1,2020-01-13,2020-01-25
149,150,2,5,2020-01-04,2020-01-18
150,151,1,2,2020-01-10,2020-01-26
151,152,4,1,2020-01-01,2020-01-15
152,153,3,5,2020-01-18,2020-02-13
153,154,2,5,2020-01-15,2020-01-22
154,155,4,1,2020-01-10,2020-02-07
155,156,5,5,2020-01-24,2020-02-13
156,157,2,3,2020-01-06,2020-01-24
157,158,5,1,2020-01-18,2020-01-28
158,159,5,3,2020-01-04,2020-01-26
159,160,4,4,2020-01-17,2020-01-23
160,161,1,2,2020-01-08,2020-01-08
161,162,2,1,2020-01-10,2020-01-17
162,163,4,2,2020-01-14,2020-01-31
163,164,3,5,2020-01-10,2020-01-21
164,165,4,5,2020-01-23,2020-02-02
165,166,2,1,2020-01-22,2020-01-24
166,167,4,5,2020-01-30,2020-02-03
167,168,5,1,2020-01-13,2020-02-12
168,169,1,1,2020-01-10,2020-01-19
169,170,5,1,2020-01-14,2020-01-22
170,171,1,4,2020-01-17,2020-01-30
171,172,2,3,2020-01-12,2020-01-31
172,173,5,2,2020-01-14,2020-02-10
173,174,4,5,2020-01-11,2020-02-02
174,175,1,5,2020-01-14,2020-02-11
175,176,2,1,2020-01-26,2020-02-23
176,177,3,5,2020-01-20,2020-02-05
177,178,1,4,2020-01-23,2020-02-22
178,179,4,3,2020-01-05,2020-02-03
179,180,1,2,2020-01-09,2020-01-19
180,181,4,4,2020-01-13,2020-02-04
181,182,3,1,2020-01-08,2020-01-22
182,183,2,4,2020-01-22,2020-02-04
183,184,2,4,2020-01-27,2020-02-03
184,185,5,1,2020-01-29,2020-02-27
185,186,2,4,2020-01-17,2020-01-25
186,187,1,5,2020-01-26,2020-01-31
187,188,1,3,2020-01-13,2020-02-07
188,189,4,2,2020-01-11,2020-01-15
189,190,5,5,2020-01-26,2020-02-18
190,191,5,4,2020-01-16,2020-01-21
191,192,5,5,2020-01-20,2020-01-26
192,193,5,5,2020-01-12,2020-01-25
193,194,4,5,2020-01-28,2020-02-25
194,195,4,3,2020-01-19,2020-02-07
195,196,5,4,2020-01-13,2020-02-09
196,197,2,2,2020-01-22,2020-02-02
197,198,3,1,2020-01-17,2020-02-08
198,199,2,4,2020-01-20,2020-01-30
199,200,1,4,2020-01-29,2020-02-09
200,201,4,1,2020-01-02,2020-01-18
201,202,2,2,2020-01-06,2020-01-17
202,203,5,5,2020-01-06,2020-01-17
203,204,1,5,2020-01-28,2020-01-30
204,205,2,1,2020-01-02,2020-01-19
205,206,2,4,2020-01-09,2020-01-12
206,207,4,3,2020-01-26,2020-02-09
207,208,2,3,2020-01-19,2020-01-24
208,209,4,3,2020-01-23,2020-01-30
209,210,5,2,2020-01-19,2020-01-27
210,211,1,1,2020-01-19,2020-02-12
211,212,2,2,2020-01-02,2020-02-01
212,213,3,2,2020-01-17,2020-01-22
213,214,2,3,2020-01-14,2020-01-24
214,215,2,2,2020-01-27,2020-02-11
215,216,3,3,2020-01-04,2020-01-12
216,217,1,3,2020-01-08,2020-01-14
217,218,5,4,2020-01-29,2020-02-22
218,219,2,2,2020-01-06,2020-01-15
219,220,2,3,2020-01-21,2020-02-08
220,221,4,1,2020-01-06,2020-01-31
221,222,1,5,2020-01-11,2020-01-16
222,223,4,4,2020-01-11,2020-01-28
223,224,2,5,2020-01-21,2020-02-03
224,225,3,2,2020-01-10,2020-02-01
225,226,2,5,2020-01-11,2020-01-26
226,227,1,2,2020-01-07,2020-01-11
227,228,4,3,2020-01-10,2020-02-08
228,229,5,3,2020-01-23,2020-01-24
229,230,3,3,2020-01-21,2020-02-10
230,231,3,5,2020-01-20,2020-02-03
231,232,4,3,2020-01-02,2020-01-17
232,233,2,1,2020-01-03,2020-01-28
233,234,2,1,2020-01-03,2020-01-24
234,235,1,3,2020-01-07,2020-01-08
235,236,4,5,2020-01-27,2020-02-18
236,237,1,3,2020-01-16,2020-01-23
237,238,4,4,2020-01-18,2020-02-06
238,239,4,5,2020-01-18,2020-01-22
239,240,2,3,2020-01-10,2020-02-03
240,241,4,3,2020-01-01,2020-01-24
241,242,3,1,2020-01-20,2020-02-16
242,243,1,4,2020-01-01,2020-01-03
243,244,1,4,2020-01-27,2020-02-22
244,245,3,4,2020-01-30,2020-02-13
245,246,1,3,2020-01-29,2020-02-13
246,247,3,5,2020-01-01,2020-01-11
247,248,4,3,2020-01-24,2020-02-17
248,249,5,3,2020-01-14,2020-02-09
249,250,3,4,2020-01-25,2020-01-31
250,251,2,4,2020-01-09,2020-01-10
251,252,4,3,2020-01-26,2020-02-06
252,253,4,4,2020-01-29,2020-02-23
253,254,1,5,2020-01-05,2020-01-14
254,255,4,1,2020-01-14,2020-01-29
255,256,3,5,2020-01-26,2020-02-10
256,257,5,1,2020-01-20,2020-02-10
257,258,1,1,2020-01-25,2020-01-31
258,259,2,4,2020-01-04,2020-01-05
259,260,4,2,2020-01-26,2020-02-17
260,261,2,4,2020-01-25,2020-02-07
261,262,3,3,2020-01-04,2020-01-13
262,263,2,3,2020-01-16,2020-01-16
263,264,4,1,2020-01-16,2020-01-31
264,265,1,2,2020-01-08,2020-01-28
265,266,3,3,2020-01-17,2020-02-04
266,267,3,4,2020-01-19,2020-01-24
267,268,4,4,2020-01-11,2020-01-12
268,269,5,3,2020-01-14,2020-01-30
269,270,4,1,2020-01-16,2020-01-24
270,271,3,4,2020-01-08,2020-01-16
271,272,2,2,2020-01-11,2020-01-16
272,273,2,5,2020-01-19,2020-02-05
273,274,1,1,2020-01-02,2020-01-14
274,275,2,4,2020-01-28,2020-01-28
275,276,1,4,2020-01-07,2020-01-10
276,277,1,4,2020-01-27,2020-02-23
277,278,1,3,2020-01-26,2020-02-03
278,279,4,1,2020-01-13,2020-01-30
279,280,2,2,2020-01-03,2020-01-24
280,281,2,5,2020-01-06,2020-01-07
281,282,1,5,2020-01-24,2020-02-21
282,283,1,2,2020-01-05,2020-01-31
283,284,1,1,2020-01-30,2020-02-29
284,285,3,4,2020-01-22,2020-02-04
285,286,4,3,2020-01-02,2020-01-03
286,287,1,2,2020-01-22,2020-02-05
287,288,4,2,2020-01-13,2020-01-27
288,289,3,3,2020-01-28,2020-02-27
289,290,4,2,2020-01-15,2020-01-17
290,291,5,5,2020-01-20,2020-02-01
291,292,1,3,2020-01-10,2020-02-02
292,293,5,5,2020-01-15,2020-01-22
293,294,2,3,2020-01-12,2020-02-02
294,295,2,5,2020-01-26,2020-01-27
295,296,5,3,2020-01-13,2020-01-17
296,297,1,4,2020-01-25,2020-02-02
297,298,4,1,2020-01-16,2020-02-07
298,299,3,5,2020-01-13,2020-02-08
299,300,2,5,2020-01-21,2020-02-11
300,301,3,4,2020-01-20,2020-02-02
301,302,1,5,2020-01-27,2020-02-12
302,303,1,4,2020-01-18,2020-02-09
303,304,5,2,2020-01-16,2020-02-10
304,305,1,4,2020-01-09,2020-02-08
305,306,4,1,2020-01-27,2020-02-10
306,307,5,3,2020-01-14,2020-01-27
307,308,3,5,2020-01-14,2020-01-17
308,309,5,2,2020-01-13,2020-02-06
309,310,5,3,2020-01-20,2020-02-13
310,311,3,1,2020-01-17,2020-01-21
311,312,5,3,2020-01-20,2020-02-07
312,313,3,1,2020-01-29,2020-02-24
313,314,1,5,2020-01-26,2020-01-30
314,315,3,2,2020-01-22,2020-02-05
315,316,4,1,2020-01-23,2020-02-07
316,317,2,1,2020-01-11,2020-01-22
317,318,4,4,2020-01-06,2020-01-16
318,319,1,5,2020-01-06,2020-01-07
319,320,3,1,2020-01-10,2020-01-23
320,321,3,3,2020-01-24,2020-02-04
321,322,5,5,2020-01-05,2020-01-24
322,323,1,3,2020-01-21,2020-02-17
323,324,1,5,2020-01-04,2020-02-02
324,325,2,2,2020-01-27,2020-02-04
325,326,4,3,2020-01-12,2020-02-06
326,327,5,4,2020-01-14,2020-02-03
327,328,3,1,2020-01-22,2020-02-12
328,329,5,5,2020-01-07,2020-01-16
329,330,5,5,2020-01-26,2020-01-27
330,331,5,2,2020-01-17,2020-01-20
331,332,5,5,2020-01-27,2020-02-15
332,333,5,5,2020-01-08,2020-01-29
333,334,2,5,2020-01-15,2020-01-29
334,335,2,1,2020-01-14,2020-01-22
335,336,2,1,2020-01-16,2020-01-30
336,337,3,4,2020-01-12,2020-02-06
337,338,3,5,2020-01-17,2020-02-09
338,339,2,5,2020-01-10,2020-01-23
339,340,4,3,2020-01-06,2020-01-25
340,341,5,4,2020-01-26,2020-02-15
341,342,1,3,2020-01-25,2020-01-26
342,343,2,5,2020-01-01,2020-01-22
343,344,1,5,2020-01-07,2020-01-26
344,345,4,4,2020-01-01,2020-01-02
345,346,4,2,2020-01-21,2020-02-12
346,347,1,2,2020-01-04,2020-02-02
347,348,3,3,2020-01-22,2020-01-29
348,349,3,4,2020-01-17,2020-01-28
349,350,2,4,2020-01-13,2020-01-17
350,351,3,2,2020-01-03,2020-01-16
351,352,5,4,2020-01-21,2020-02-07
352,353,3,2,2020-01-01,2020-01-06
353,354,5,4,2020-01-23,2020-02-19
354,355,3,4,2020-01-21,2020-02-16
355,356,5,2,2020-01-11,2020-01-21
356,357,4,4,2020-01-20,2020-02-17
357,358,3,3,2020-01-15,2020-01-22
358,359,2,5,2020-01-09,2020-01-23
359,360,5,1,2020-01-16,2020-01-23
360,361,5,4,2020-01-12,2020-02-10
361,362,5,2,2020-01-28,2020-02-17
362,363,5,1,2020-01-06,2020-01-09
363,364,4,2,2020-01-10,2020-02-07
364,365,2,5,2020-01-25,2020-01-26
365,366,2,4,2020-01-21,2020-02-10
366,367,3,5,2020-01-29,2020-02-25
367,368,1,5,2020-01-17,2020-02-07
368,369,4,4,2020-01-25,2020-02-13
369,370,5,3,2020-01-13,2020-02-07
370,371,5,4,2020-01-21,2020-02-11
371,372,2,1,2020-01-02,2020-01-15
372,373,5,2,2020-01-18,2020-02-10
373,374,2,2,2020-01-08,2020-01-23
374,375,1,1,2020-01-19,2020-01-22
375,376,5,5,2020-01-03,2020-01-17
376,377,4,1,2020-01-18,2020-02-17
377,378,2,5,2020-01-07,2020-01-18
378,379,5,2,2020-01-12,2020-01-28
379,380,1,5,2020-01-03,2020-01-18
380,381,1,4,2020-01-28,2020-02-08
381,382,4,2,2020-01-03,2020-01-07
382,383,2,1,2020-01-26,2020-02-22
383,384,3,5,2020-01-12,2020-01-12
384,385,2,5,2020-01-15,2020-02-07
385,386,1,2,2020-01-26,2020-02-02
386,387,1,4,2020-01-22,2020-01-25
387,388,3,4,2020-01-09,2020-02-03
388,389,4,2,2020-01-04,2020-01-19
389,390,2,1,2020-01-15,2020-01-22
390,391,3,1,2020-01-15,2020-02-12
391,392,2,1,2020-01-29,2020-01-29
392,393,2,5,2020-01-17,2020-02-05
393,394,4,1,2020-01-04,2020-01-30
394,395,1,1,2020-01-14,2020-02-05
395,396,3,3,2020-01-01,2020-01-24
396,397,4,3,2020-01-06,2020-01-30
397,398,3,4,2020-01-01,2020-01-27
398,399,3,1,2020-01-13,2020-01-23
399,400,4,2,2020-01-24,2020-01-28
400,401,1,3,2020-01-03,2020-01-11
401,402,2,5,2020-01-05,2020-01-09
402,403,3,4,2020-01-13,2020-02-11
403,404,5,2,2020-01-02,2020-01-12
404,405,4,4,2020-01-04,2020-01-19
405,406,5,1,2020-01-26,2020-02-02
406,407,3,5,2020-01-14,2020-02-06
407,408,5,1,2020-01-21,2020-01-25
408,409,5,5,2020-01-22,2020-02-09
409,410,2,5,2020-01-07,2020-01-10
410,411,2,2,2020-01-27,2020-02-12
411,412,4,3,2020-01-01,2020-01-23
412,413,3,5,2020-01-26,2020-02-01
413,414,1,2,2020-01-08,2020-01-09
414,415,5,2,2020-01-07,2020-02-05
415,416,1,3,2020-01-16,2020-02-07
416,417,1,4,2020-01-04,2020-01-05
417,418,1,1,2020-01-07,2020-01-17
418,419,1,3,2020-01-11,2020-01-16
419,420,2,5,2020-01-24,2020-02-12
420,421,3,4,2020-01-09,2020-01-26
421,422,1,4,2020-01-25,2020-02-05
422,423,4,1,2020-01-18,2020-02-07
423,424,1,4,2020-01-12,2020-02-05
424,425,3,4,2020-01-09,2020-01-18
425,426,1,3,2020-01-15,2020-02-08
426,427,4,4,2020-01-22,2020-02-19
427,428,2,4,2020-01-15,2020-01-20
428,429,5,1,2020-01-21,2020-01-28
429,430,2,1,2020-01-20,2020-01-23
430,431,3,4,2020-01-11,2020-01-26
431,432,1,5,2020-01-26,2020-01-31
432,433,4,5,2020-01-15,2020-02-14
433,434,5,2,2020-01-14,2020-02-04
434,435,3,1,2020-01-01,2020-01-09
435,436,3,4,2020-01-05,2020-01-09
436,437,1,3,2020-01-05,2020-01-28
437,438,4,5,2020-01-01,2020-01-28
438,439,3,3,2020-01-26,2020-02-24
439,440,5,2,2020-01-03,2020-02-02
440,441,4,3,2020-01-12,2020-01-23
441,442,1,1,2020-01-26,2020-02-09
442,443,2,3,2020-01-28,2020-02-06
443,444,3,5,2020-01-10,2020-01-15
444,445,2,3,2020-01-25,2020-02-14
445,446,3,3,2020-01-15,2020-02-13
446,447,5,5,2020-01-03,2020-01-08
447,448,3,1,2020-01-30,2020-02-14
448,449,3,2,2020-01-06,2020-01-20
449,450,3,1,2020-01-11,2020-02-08
450,451,1,2,2020-01-30,2020-02-14
451,452,2,2,2020-01-01,2020-01-20
452,453,1,3,2020-01-25,2020-02-08
453,454,2,3,2020-01-08,2020-02-06
454,455,1,2,2020-01-07,2020-01-10
455,456,2,1,2020-01-07,2020-01-22
456,457,1,3,2020-01-23,2020-02-11
457,458,4,2,2020-01-04,2020-01-23
458,459,3,5,2020-01-13,2020-01-16
459,460,3,4,2020-01-29,2020-02-03
460,461,1,2,2020-01-01,2020-01-30
461,462,1,5,2020-01-26,2020-02-13
462,463,4,1,2020-01-21,2020-02-11
463,464,1,2,2020-01-17,2020-02-13
464,465,4,1,2020-01-28,2020-02-05
465,466,1,5,2020-01-17,2020-01-26
466,467,3,1,2020-01-19,2020-02-06
467,468,4,1,2020-01-25,2020-02-06
468,469,2,5,2020-01-17,2020-01-31
469,470,3,2,2020-01-08,2020-01-19
470,471,2,1,2020-01-13,2020-01-26
471,472,4,2,2020-01-18,2020-02-04
472,473,5,3,2020-01-17,2020-02-15
473,474,3,2,2020-01-02,2020-01-14
474,475,2,5,2020-01-03,2020-01-10
475,476,3,1,2020-01-27,2020-02-26
476,477,3,3,2020-01-04,2020-01-09
477,478,3,4,2020-01-08,2020-02-03
478,479,3,4,2020-01-23,2020-01-26
479,480,2,2,2020-01-29,2020-02-23
480,481,1,3,2020-01-02,2020-01-29
481,482,3,5,2020-01-01,2020-01-29
482,483,5,4,2020-01-18,2020-01-28
483,484,3,5,2020-01-28,2020-02-13
484,485,2,3,2020-01-03,2020-01-23
485,486,3,2,2020-01-11,2020-01-19
486,487,3,3,2020-01-15,2020-02-03
487,488,5,2,2020-01-08,2020-01-15
488,489,4,5,2020-01-15,2020-02-08
489,490,5,1,2020-01-23,2020-01-31
490,491,3,3,2020-01-08,2020-01-23
491,492,1,2,2020-01-05,2020-01-18
492,493,4,4,2020-01-15,2020-01-22
493,494,5,3,2020-01-20,2020-02-07
494,495,5,1,2020-01-17,2020-01-25
495,496,3,3,2020-01-06,2020-01-09
496,497,5,1,2020-01-30,2020-02-27
497,498,1,4,2020-01-19,2020-01-24
498,499,5,5,2020-01-02,2020-01-04
499,500,2,2,2020-01-16,2020-01-31
500,1,3,4,2020-01-04,2020-01-14
501,2,3,3,2020-01-18,2020-02-09
502,3,5,5,2020-02-19,2020-03-06
503,4,5,4,2020-01-20,2020-02-13
504,5,3,1,2020-01-24,2020-01-30
505,6,1,1,2020-02-07,2020-02-29
506,7,2,4,2020-02-05,2020-02-20
507,8,1,1,2020-01-29,2020-02-12
508,9,4,4,2020-01-26,2020-02-03
509,10,3,1,2020-01-15,2020-01-30
510,11,2,3,2020-01-26,2020-01-30
511,12,1,2,2020-01-15,2020-01-17
512,13,2,4,2020-01-15,2020-01-24
513,14,1,1,2020-01-26,2020-02-04
514,15,1,1,2020-02-09,2020-02-23
515,16,4,2,2020-01-19,2020-02-16
516,17,2,2,2020-01-28,2020-02-23
517,18,1,1,2020-02-16,2020-02-19
518,19,2,4,2020-02-07,2020-02-15
519,20,2,3,2020-02-10,2020-03-10
520,21,3,1,2020-01-26,2020-02-22
521,22,4,5,2020-02-19,2020-02-21
522,23,1,4,2020-02-16,2020-03-12
523,24,2,3,2020-02-15,2020-03-06
524,25,5,1,2020-02-11,2020-02-16
525,26,3,3,2020-01-26,2020-02-17
526,27,4,3,2020-01-23,2020-01-25
527,28,4,4,2020-02-14,2020-02-20
528,29,2,1,2020-02-01,2020-02-17
529,30,2,5,2020-02-07,2020-02-26
530,31,3,4,2020-01-14,2020-02-12
531,32,4,4,2020-01-15,2020-02-07
532,33,3,4,2020-02-18,2020-03-05
533,34,2,2,2020-02-19,2020-02-25
534,35,4,4,2020-02-16,2020-03-08
535,36,2,1,2020-02-20,2020-02-25
536,37,1,3,2020-02-05,2020-02-24
537,38,5,4,2020-02-15,2020-02-21
538,39,5,1,2020-01-24,2020-01-26
539,40,2,2,2020-02-18,2020-02-21
540,41,5,2,2020-02-27,2020-03-23
541,42,4,3,2020-01-17,2020-02-03
542,43,2,4,2020-02-26,2020-03-02
543,44,3,2,2020-02-10,2020-02-20
544,45,2,1,2020-02-09,2020-02-29
545,46,1,1,2020-01-27,2020-02-16
546,47,5,1,2020-01-27,2020-01-28
547,48,5,4,2020-01-19,2020-02-01
548,49,2,4,2020-01-10,2020-02-01
549,50,2,4,2020-02-07,2020-02-25
550,51,1,5,2020-02-03,2020-02-16
551,52,5,2,2020-01-27,2020-02-02
552,53,4,3,2020-01-30,2020-02-01
553,54,4,3,2020-01-30,2020-02-21
554,55,5,5,2020-02-08,2020-02-18
555,56,4,1,2020-01-21,2020-01-23
556,57,5,5,2020-01-29,2020-02-27
557,58,3,1,2020-02-01,2020-02-17
558,59,3,5,2020-02-04,2020-03-03
559,60,5,3,2020-01-21,2020-01-22
560,61,4,3,2020-01-27,2020-02-03
561,62,2,5,2020-02-12,2020-02-26
562,63,1,3,2020-02-02,2020-02-17
563,64,2,2,2020-01-25,2020-02-05
564,65,1,5,2020-02-18,2020-02-27
565,66,1,2,2020-02-07,2020-02-25
566,67,3,4,2020-02-15,2020-02-22
567,68,3,2,2020-02-19,2020-03-09
568,69,1,1,2020-02-10,2020-03-02
569,70,3,2,2020-01-23,2020-02-06
570,71,1,5,2020-02-01,2020-02-09
571,72,3,5,2020-02-17,2020-03-01
572,73,1,2,2020-01-25,2020-02-22
573,74,5,1,2020-02-07,2020-02-12
574,75,4,4,2020-01-31,2020-02-01
575,76,2,4,2020-02-04,2020-02-27
576,77,5,1,2020-01-17,2020-02-03
577,78,5,2,2020-01-30,2020-02-14
578,79,1,5,2020-02-06,2020-02-23
579,80,4,2,2020-02-17,2020-03-04
580,81,1,3,2020-02-05,2020-03-05
581,82,2,1,2020-02-02,2020-02-07
582,83,2,5,2020-02-02,2020-02-25
583,84,1,2,2020-02-07,2020-02-11
584,85,5,5,2020-01-27,2020-02-23
585,86,4,2,2020-01-26,2020-02-07
586,87,2,2,2020-02-04,2020-02-17
587,88,3,1,2020-02-04,2020-02-23
588,89,5,2,2020-02-03,2020-02-14
589,90,4,1,2020-02-09,2020-02-22
590,91,4,2,2020-01-22,2020-02-17
591,92,3,2,2020-01-30,2020-02-16
592,93,4,2,2020-01-22,2020-01-28
593,94,5,2,2020-01-26,2020-02-20
594,95,1,1,2020-01-22,2020-02-15
595,96,3,2,2020-01-21,2020-02-03
596,97,3,5,2020-01-31,2020-02-07
597,98,1,1,2020-01-29,2020-01-31
598,99,2,2,2020-01-31,2020-02-15
599,100,1,1,2020-01-16,2020-01-22
600,101,2,3,2020-01-20,2020-01-27
601,102,1,4,2020-01-29,2020-02-15
602,103,4,3,2020-01-21,2020-02-16
603,104,4,3,2020-02-13,2020-02-24
604,105,1,1,2020-01-20,2020-01-24
605,106,2,3,2020-02-22,2020-03-22
606,107,2,1,2020-02-08,2020-02-22
607,108,1,2,2020-02-07,2020-02-10
608,109,4,1,2020-02-01,2020-02-22
609,110,2,1,2020-01-08,2020-02-04
610,111,4,4,2020-02-21,2020-03-10
611,112,1,3,2020-01-29,2020-02-01
612,113,1,1,2020-02-01,2020-02-19
613,114,1,1,2020-01-24,2020-01-27
614,115,5,5,2020-02-27,2020-03-19
615,116,1,5,2020-01-30,2020-02-15
616,117,5,4,2020-01-25,2020-02-01
617,118,3,3,2020-02-02,2020-02-21
618,119,2,4,2020-02-07,2020-03-06
619,120,1,3,2020-02-16,2020-03-03
620,121,3,5,2020-01-24,2020-01-24
621,122,2,4,2020-02-02,2020-02-02
622,123,4,3,2020-01-21,2020-02-19
623,124,3,4,2020-01-05,2020-02-03
624,125,2,1,2020-01-27,2020-02-06
625,126,4,3,2020-02-03,2020-02-21
626,127,5,2,2020-02-16,2020-02-23
627,128,4,2,2020-02-26,2020-03-15
628,129,3,2,2020-02-11,2020-03-11
629,130,3,5,2020-01-22,2020-01-26
630,131,3,1,2020-01-29,2020-02-12
631,132,4,1,2020-01-29,2020-02-06
632,133,2,4,2020-01-18,2020-02-09
633,134,1,3,2020-01-29,2020-02-27
